draw,delta,topic,elasticity
1,0.0028267765067750096,Sustainability,-0.012701540970338987
1,0.0028267765067750096,Tax,0.011078558708490747
1,0.0028267765067750096,Tax_credit,-0.011313680621795413
1,0.0028267765067750096,Tax_deduction,-0.004873453123253467
1,0.0028267765067750096,Tax_incentive,0.004916918735066976
1,0.0028267765067750096,Tax_report,-0.006215746472237727
1,0.0028267765067750096,Technology,-0.00800862463325635
1,0.0028267765067750096,Trademark,-0.006881870738855323
1,0.0028267765067750096,Trademark_attorney,0.04306410023842853
1,0.0028267765067750096,Wage,0.009600593290498173
2,0.003789245961024431,Budget,0.0006445850386310471
2,0.003789245961024431,Business,-0.002694918612577117
2,0.003789245961024431,Business_loan,0.04306612107021377
2,0.003789245961024431,Business_model,0.008477616779521678
2,0.003789245961024431,Capitalization,0.024229490744719775
2,0.003789245961024431,Career,-0.020286891994454968
2,0.003789245961024431,Collaboration,-0.002363092525333121
2,0.003789245961024431,Cost,-0.004501087732969599
2,0.003789245961024431,Credit,0.010563975190356538
2,0.003789245961024431,Data,-0.0005669284932301316
2,0.003789245961024431,Disease,0.005711572238249168
2,0.003789245961024431,Economy,-0.012743316677206422
2,0.003789245961024431,Education,-0.020846499838324522
2,0.003789245961024431,Employment,0.01113804322030263
2,0.003789245961024431,Energy,-0.0006741640426514237
2,0.003789245961024431,Entrepreneurship,-0.007052226804848458
2,0.003789245961024431,Expense,-0.0003831059628796995
2,0.003789245961024431,Health,2.2867870960881232e-06
2,0.003789245961024431,Income,-0.00994556612957239
2,0.003789245961024431,Income_statement,0.00935396982109853
2,0.003789245961024431,Innovation,0.005259664560489437
2,0.003789245961024431,Innovation_management,0.012559639094807918
2,0.003789245961024431,Invention,0.007389815748913584
2,0.003789245961024431,Investment,-0.015196904632017264
2,0.003789245961024431,Investment_banking,-0.002929404980881621
2,0.003789245961024431,Investment_fund,-0.008542267485230333
2,0.003789245961024431,Investment_management,-0.012748342716394384
2,0.003789245961024431,Investor,-0.0038332049496995913
2,0.003789245961024431,Job,-0.00013858259405128323
2,0.003789245961024431,Laboratory,-0.005957729813563024
2,0.003789245961024431,Law,0.0036675758805028076
2,0.003789245961024431,Law_firm,-0.017119511485328236
2,0.003789245961024431,Loan,0.0007911270760056199
2,0.003789245961024431,Manufacturing,-0.009179507014229852
2,0.003789245961024431,Medicine,-0.005029921050338777
2,0.003789245961024431,Patent,-0.0027079201370489477
2,0.003789245961024431,Patent_application,0.015493877479373995
2,0.003789245961024431,Patent_infringement,0.024733966524329687
2,0.003789245961024431,Patent_office,-0.013235444587278627
2,0.003789245961024431,Research_&_Experimentation_Tax_Credit,0.040952546623220044
2,0.003789245961024431,Research_and_Development_Tax_Credit,-0.0029857351434802535
2,0.003789245961024431,Salary,0.02164399046637786
2,0.003789245961024431,Scholarship,-0.003119812480729184
2,0.003789245961024431,Semiconductor,0.001493788594552265
2,0.003789245961024431,Small_Business_Innovation_Research,0.023166071217239598
2,0.003789245961024431,Stock,0.005801695390292856
2,0.003789245961024431,Subsidy,0.0600442071343484
2,0.003789245961024431,Sustainability,-0.012702896110571939
2,0.003789245961024431,Tax,0.011077544242633611
2,0.003789245961024431,Tax_credit,-0.011314602228143315
2,0.003789245961024431,Tax_deduction,-0.004874319015552859
2,0.003789245961024431,Tax_incentive,0.004916063576619974
2,0.003789245961024431,Tax_report,-0.006216875191464843
2,0.003789245961024431,Technology,-0.00800988346722939
2,0.003789245961024431,Trademark,-0.006882948033916282
2,0.003789245961024431,Trademark_attorney,0.043062951250130266
2,0.003789245961024431,Wage,0.009599129184415712
3,0.015068872352641085,Budget,0.0006428309073433358
3,0.015068872352641085,Business,-0.002696643871190041
3,0.015068872352641085,Business_loan,0.043064262070111846
3,0.015068872352641085,Business_model,0.008475557932250704
3,0.015068872352641085,Capitalization,0.024227911164196297
3,0.015068872352641085,Career,-0.020288658038885226
3,0.015068872352641085,Collaboration,-0.0023650769651959373
3,0.015068872352641085,Cost,-0.004503106430541001
3,0.015068872352641085,Credit,0.010562300333013924
3,0.015068872352641085,Data,-0.0005688364766422588
3,0.015068872352641085,Disease,0.005709579795772472
3,0.015068872352641085,Economy,-0.012744878468771842
3,0.015068872352641085,Education,-0.02084831632691954
3,0.015068872352641085,Employment,0.011136437816596853
3,0.015068872352641085,Energy,-0.0006759626545614246
3,0.015068872352641085,Entrepreneurship,-0.007053901608841694
3,0.015068872352641085,Expense,-0.0003847874031191022
3,0.015068872352641085,Health,6.280088080518286e-07
3,0.015068872352641085,Income,-0.009947192591976366
3,0.015068872352641085,Income_statement,0.009352072625642254
3,0.015068872352641085,Innovation,0.005258061253185223
3,0.015068872352641085,Innovation_management,0.012558374359048012
3,0.015068872352641085,Invention,0.0073884506818544145
3,0.015068872352641085,Investment,-0.015198624103565032
3,0.015068872352641085,Investment_banking,-0.002931216711946519
3,0.015068872352641085,Investment_fund,-0.008544082893081771
3,0.015068872352641085,Investment_management,-0.012749988052871322
3,0.015068872352641085,Investor,-0.0038349174489565956
3,0.015068872352641085,Job,-0.0001405354204312969
3,0.015068872352641085,Laboratory,-0.005959649471482448
3,0.015068872352641085,Law,0.0036664967715085
3,0.015068872352641085,Law_firm,-0.017119846488985416
3,0.015068872352641085,Loan,0.0007894289604112188
3,0.015068872352641085,Manufacturing,-0.009181315913829159
3,0.015068872352641085,Medicine,-0.005031700684418726
3,0.015068872352641085,Patent,-0.0027093090819759256
3,0.015068872352641085,Patent_application,0.015492995710695111
3,0.015068872352641085,Patent_infringement,0.024733108749772924
3,0.015068872352641085,Patent_office,-0.013237061034122958
3,0.015068872352641085,Research_&_Experimentation_Tax_Credit,0.04095173100133491
3,0.015068872352641085,Research_and_Development_Tax_Credit,-0.002987344677320331
3,0.015068872352641085,Salary,0.021641922501604724
3,0.015068872352641085,Scholarship,-0.0031215185262000004
3,0.015068872352641085,Semiconductor,0.0014921965377339868
3,0.015068872352641085,Small_Business_Innovation_Research,0.023165024954801872
3,0.015068872352641085,Stock,0.005799852612810681
3,0.015068872352641085,Subsidy,0.060041862428738484
3,0.015068872352641085,Sustainability,-0.012704273373732365
3,0.015068872352641085,Tax,0.011075763275556727
3,0.015068872352641085,Tax_credit,-0.011316205697151948
3,0.015068872352641085,Tax_deduction,-0.004875924677668744
3,0.015068872352641085,Tax_incentive,0.004914798648720163
3,0.015068872352641085,Tax_report,-0.0062186614605282756
3,0.015068872352641085,Technology,-0.008011626527978865
3,0.015068872352641085,Trademark,-0.006884674239707561
3,0.015068872352641085,Trademark_attorney,0.043060657646619004
3,0.015068872352641085,Wage,0.009597482517080348
4,0.011034311283104807,Budget,0.0006430049629692986
4,0.011034311283104807,Business,-0.002696366694381841
4,0.011034311283104807,Business_loan,0.04306462898993394
4,0.011034311283104807,Business_model,0.008475935092900675
4,0.011034311283104807,Capitalization,0.024228091276709756
4,0.011034311283104807,Career,-0.02028838162470192
4,0.011034311283104807,Collaboration,-0.00236480037297052
4,0.011034311283104807,Cost,-0.004502700670462191
4,0.011034311283104807,Credit,0.010562602237765029
4,0.011034311283104807,Data,-0.0005684722004447059
4,0.011034311283104807,Disease,0.005709839630498487
4,0.011034311283104807,Economy,-0.012744616126072994
4,0.011034311283104807,Education,-0.020848030249302027
4,0.011034311283104807,Employment,0.011136694912479506
4,0.011034311283104807,Energy,-0.0006757697740566795
4,0.011034311283104807,Entrepreneurship,-0.007053708520417083
4,0.011034311283104807,Expense,-0.00038451140207444143
4,0.011034311283104807,Health,8.729504771647025e-07
4,0.011034311283104807,Income,-0.00994698845129338
4,0.011034311283104807,Income_statement,0.00935234596538749
4,0.011034311283104807,Innovation,0.005258329588659614
4,0.011034311283104807,Innovation_management,0.012558399792064731
4,0.011034311283104807,Invention,0.007388648393487695
4,0.011034311283104807,Investment,-0.015198351923538274
4,0.011034311283104807,Investment_banking,-0.0029309534981579507
4,0.011034311283104807,Investment_fund,-0.008543781340603442
4,0.011034311283104807,Investment_management,-0.012749793625681516
4,0.011034311283104807,Investor,-0.0038346708835129482
4,0.011034311283104807,Job,-0.00014021060731943895
4,0.011034311283104807,Laboratory,-0.005959369624334562
4,0.011034311283104807,Law,0.003666567827482604
4,0.011034311283104807,Law_firm,-0.017120045684289063
4,0.011034311283104807,Loan,0.0007896635980085195
4,0.011034311283104807,Manufacturing,-0.009181058320761304
4,0.011034311283104807,Medicine,-0.005031502304667476
4,0.011034311283104807,Patent,-0.002709103591456104
4,0.011034311283104807,Patent_application,0.01549295669032205
4,0.011034311283104807,Patent_infringement,0.02473304759638341
4,0.011034311283104807,Patent_office,-0.013236863301234372
4,0.011034311283104807,Research_&_Experimentation_Tax_Credit,0.040951742021842784
4,0.011034311283104807,Research_and_Development_Tax_Credit,-0.002987149739380624
4,0.011034311283104807,Salary,0.021642316777475707
4,0.011034311283104807,Scholarship,-0.0031212669653199743
4,0.011034311283104807,Semiconductor,0.001492401087645618
4,0.011034311283104807,Small_Business_Innovation_Research,0.023164920974567224
4,0.011034311283104807,Stock,0.005800095896249749
4,0.011034311283104807,Subsidy,0.060042334944693077
4,0.011034311283104807,Sustainability,-0.01270408822512789
4,0.011034311283104807,Tax,0.011076070969435178
4,0.011034311283104807,Tax_credit,-0.01131604610437957
4,0.011034311283104807,Tax_deduction,-0.0048756818187111394
4,0.011034311283104807,Tax_incentive,0.004914839369107157
4,0.011034311283104807,Tax_report,-0.006218416144616385
4,0.011034311283104807,Technology,-0.008011341903993942
4,0.011034311283104807,Trademark,-0.006884416584384812
4,0.011034311283104807,Trademark_attorney,0.04306120949561781
4,0.011034311283104807,Wage,0.009597716654706405
5,0.018819535358215365,Budget,0.0006426885287593448
5,0.018819535358215365,Business,-0.0026969126683945113
5,0.018819535358215365,Business_loan,0.0430639694367542
5,0.018819535358215365,Business_model,0.008475373819244335
5,0.018819535358215365,Capitalization,0.024227793295884315
5,0.018819535358215365,Career,-0.02028881339788093
5,0.018819535358215365,Collaboration,-0.002365263844236369
5,0.018819535358215365,Cost,-0.00450334196980609
5,0.018819535358215365,Credit,0.01056212721285188
5,0.018819535358215365,Data,-0.0005690454559041415
5,0.018819535358215365,Disease,0.00570926741657914
5,0.018819535358215365,Economy,-0.012744953142772486
5,0.018819535358215365,Education,-0.020848537865280264
5,0.018819535358215365,Employment,0.01113630264760182
5,0.018819535358215365,Energy,-0.0006762639164768526
5,0.018819535358215365,Entrepreneurship,-0.007053977425992168
5,0.018819535358215365,Expense,-0.0003849514091268837
5,0.018819535358215365,Health,5.105807826286638e-07
5,0.018819535358215365,Income,-0.009947441637564865
5,0.018819535358215365,Income_statement,0.00935185120819234
5,0.018819535358215365,Innovation,0.005257852976197568
5,0.018819535358215365,Innovation_management,0.01255839070956965
5,0.018819535358215365,Invention,0.007388421702203528
5,0.018819535358215365,Investment,-0.015198775493833952
5,0.018819535358215365,Investment_banking,-0.00293132829680033
5,0.018819535358215365,Investment_fund,-0.008544283305912089
5,0.018819535358215365,Investment_management,-0.012750077734240304
5,0.018819535358215365,Investor,-0.003835166531610444
5,0.018819535358215365,Job,-0.00014075620694828546
5,0.018819535358215365,Laboratory,-0.005959884477866193
5,0.018819535358215365,Law,0.003666520672287858
5,0.018819535358215365,Law_firm,-0.017119665521603183
5,0.018819535358215365,Loan,0.0007893130665738313
5,0.018819535358215365,Manufacturing,-0.009181495404622065
5,0.018819535358215365,Medicine,-0.005031894442613193
5,0.018819535358215365,Patent,-0.002709419813422837
5,0.018819535358215365,Patent_application,0.015493137400615654
5,0.018819535358215365,Patent_infringement,0.024733158184314753
5,0.018819535358215365,Patent_office,-0.013237204828860129
5,0.018819535358215365,Research_&_Experimentation_Tax_Credit,0.04095187231369878
5,0.018819535358215365,Research_and_Development_Tax_Credit,-0.0029874778027481953
5,0.018819535358215365,Salary,0.021641657593455748
5,0.018819535358215365,Scholarship,-0.0031216564682027166
5,0.018819535358215365,Semiconductor,0.0014920338796268419
5,0.018819535358215365,Small_Business_Innovation_Research,0.02316512224586055
5,0.018819535358215365,Stock,0.005799706341820304
5,0.018819535358215365,Subsidy,0.060041437193492496
5,0.018819535358215365,Sustainability,-0.012704473131008991
5,0.018819535358215365,Tax,0.011075593412888489
5,0.018819535358215365,Tax_credit,-0.011316295328922685
5,0.018819535358215365,Tax_deduction,-0.0048761073511507476
5,0.018819535358215365,Tax_incentive,0.00491467734040849
5,0.018819535358215365,Tax_report,-0.006218827396643009
5,0.018819535358215365,Technology,-0.00801179716193394
5,0.018819535358215365,Trademark,-0.006884872493381426
5,0.018819535358215365,Trademark_attorney,0.04306028316652436
5,0.018819535358215365,Wage,0.009597302119786164
6,0.014194545086319066,Budget,0.0006429095919179426
6,0.014194545086319066,Business,-0.0026965799586465395
6,0.014194545086319066,Business_loan,0.04306437581067963
6,0.014194545086319066,Business_model,0.00847565219534591
6,0.014194545086319066,Capitalization,0.024227977879937423
6,0.014194545086319066,Career,-0.02028864156399583
6,0.014194545086319066,Collaboration,-0.0023649252574195817
6,0.014194545086319066,Cost,-0.004502979159487455
6,0.014194545086319066,Credit,0.010562383237904463
6,0.014194545086319066,Data,-0.0005687396202771691
6,0.014194545086319066,Disease,0.005709587452124998
6,0.014194545086319066,Economy,-0.012744752862244144
6,0.014194545086319066,Education,-0.020848226248434663
6,0.014194545086319066,Employment,0.011136538440009247
6,0.014194545086319066,Energy,-0.0006759942356524169
6,0.014194545086319066,Entrepreneurship,-0.007053848411258133
6,0.014194545086319066,Expense,-0.00038473177625517686
6,0.014194545086319066,Health,7.099557501288326e-07
6,0.014194545086319066,Income,-0.009947128929779713
6,0.014194545086319066,Income_statement,0.0093521663934368
6,0.014194545086319066,Innovation,0.005258098577490094
6,0.014194545086319066,Innovation_management,0.012558520286681946
6,0.014194545086319066,Invention,0.0073886062972956775
6,0.014194545086319066,Investment,-0.015198527644121211
6,0.014194545086319066,Investment_banking,-0.002931132046248006
6,0.014194545086319066,Investment_fund,-0.0085440389103855
6,0.014194545086319066,Investment_management,-0.012749943116940948
6,0.014194545086319066,Investor,-0.0038348751456969443
6,0.014194545086319066,Job,-0.0001404348290306798
6,0.014194545086319066,Laboratory,-0.005959618212462384
6,0.014194545086319066,Law,0.003666503133443539
6,0.014194545086319066,Law_firm,-0.017119925507018095
6,0.014194545086319066,Loan,0.0007895235575997936
6,0.014194545086319066,Manufacturing,-0.009181231164727187
6,0.014194545086319066,Medicine,-0.00503166295061229
6,0.014194545086319066,Patent,-0.002709202771698281
6,0.014194545086319066,Patent_application,0.015492968920858288
6,0.014194545086319066,Patent_infringement,0.02473309494019521
6,0.014194545086319066,Patent_office,-0.013236953972489753
6,0.014194545086319066,Research_&_Experimentation_Tax_Credit,0.04095170395725676
6,0.014194545086319066,Research_and_Development_Tax_Credit,-0.002987240062860695
6,0.014194545086319066,Salary,0.021641984042440582
6,0.014194545086319066,Scholarship,-0.003121484818616921
6,0.014194545086319066,Semiconductor,0.0014922721946396928
6,0.014194545086319066,Small_Business_Innovation_Research,0.023165011376117147
6,0.014194545086319066,Stock,0.005799961391998809
6,0.014194545086319066,Subsidy,0.06004195846810408
6,0.014194545086319066,Sustainability,-0.012704253920041866
6,0.014194545086319066,Tax,0.011075891062457805
6,0.014194545086319066,Tax_credit,-0.011316194081004977
6,0.014194545086319066,Tax_deduction,-0.00487589849624891
6,0.014194545086319066,Tax_incentive,0.004914784652586765
6,0.014194545086319066,Tax_report,-0.006218614511811515
6,0.014194545086319066,Technology,-0.008011474251956576
6,0.014194545086319066,Trademark,-0.00688461233817831
6,0.014194545086319066,Trademark_attorney,0.04306082192979579
6,0.014194545086319066,Wage,0.009597574879039993
7,0.0027561279487905007,Budget,0.0006454107400826557
7,0.0027561279487905007,Business,-0.0026937446038750056
7,0.0027561279487905007,Business_loan,0.043067514683354895
7,0.0027561279487905007,Business_model,0.00847837418279087
7,0.0027561279487905007,Capitalization,0.02423038008803972
7,0.0027561279487905007,Career,-0.02028585500423441
7,0.0027561279487905007,Collaboration,-0.0023621598133823966
7,0.0027561279487905007,Cost,-0.0044999186522941895
7,0.0027561279487905007,Credit,0.010564934238899358
7,0.0027561279487905007,Data,-0.0005660812490207185
7,0.0027561279487905007,Disease,0.005712311311416709
7,0.0027561279487905007,Economy,-0.012742349641305275
7,0.0027561279487905007,Education,-0.02084540978448535
7,0.0027561279487905007,Employment,0.011139069818240442
7,0.0027561279487905007,Energy,-0.0006731312060987959
7,0.0027561279487905007,Entrepreneurship,-0.007051851250877245
7,0.0027561279487905007,Expense,-0.0003819696824561309
7,0.0027561279487905007,Health,3.28951287735154e-06
7,0.0027561279487905007,Income,-0.009944418072300428
7,0.0027561279487905007,Income_statement,0.009354892532765354
7,0.0027561279487905007,Innovation,0.005260750839150694
7,0.0027561279487905007,Innovation_management,0.012560580247848037
7,0.0027561279487905007,Invention,0.0073912581543810725
7,0.0027561279487905007,Investment,-0.015195783854510406
7,0.0027561279487905007,Investment_banking,-0.002928476642246614
7,0.0027561279487905007,Investment_fund,-0.008541284495460206
7,0.0027561279487905007,Investment_management,-0.012747265972395902
7,0.0027561279487905007,Investor,-0.0038320758564216466
7,0.0027561279487905007,Job,-0.000137601034165565
7,0.0027561279487905007,Laboratory,-0.005956923011459004
7,0.0027561279487905007,Law,0.003668599266232335
7,0.0027561279487905007,Law_firm,-0.01711848698578874
7,0.0027561279487905007,Loan,0.0007924774520470164
7,0.0027561279487905007,Manufacturing,-0.009178726596411528
7,0.0027561279487905007,Medicine,-0.005029154106614519
7,0.0027561279487905007,Patent,-0.002706923998175681
7,0.0027561279487905007,Patent_application,0.015495164422196263
7,0.0027561279487905007,Patent_infringement,0.024735033572800925
7,0.0027561279487905007,Patent_office,-0.013234405441974737
7,0.0027561279487905007,Research_&_Experimentation_Tax_Credit,0.040953595330120364
7,0.0027561279487905007,Research_and_Development_Tax_Credit,-0.0029845208749116428
7,0.0027561279487905007,Salary,0.0216451855511977
7,0.0027561279487905007,Scholarship,-0.0031186319356088974
7,0.0027561279487905007,Semiconductor,0.0014949932957744295
7,0.0027561279487905007,Small_Business_Innovation_Research,0.0231670270187064
7,0.0027561279487905007,Stock,0.005802695446329339
7,0.0027561279487905007,Subsidy,0.06004562074013824
7,0.0027561279487905007,Sustainability,-0.012701589833210474
7,0.0027561279487905007,Tax,0.011078838292685503
7,0.0027561279487905007,Tax_credit,-0.011313573108151209
7,0.0027561279487905007,Tax_deduction,-0.0048733629286277546
7,0.0027561279487905007,Tax_incentive,0.004917123873995395
7,0.0027561279487905007,Tax_report,-0.006215772970880128
7,0.0027561279487905007,Technology,-0.008008886075593464
7,0.0027561279487905007,Trademark,-0.006882116327548294
7,0.0027561279487905007,Trademark_attorney,0.04306392797966346
7,0.0027561279487905007,Wage,0.009600465786724863
8,0.006157911763674239,Budget,0.0006436911275793051
8,0.006157911763674239,Business,-0.002695495764008251
8,0.006157911763674239,Business_loan,0.043065439139408725
8,0.006157911763674239,Business_model,0.008476737500327665
8,0.006157911763674239,Capitalization,0.024228664155902874
8,0.006157911763674239,Career,-0.020287792567620075
8,0.006157911763674239,Collaboration,-0.0023639137507734244
8,0.006157911763674239,Cost,-0.004501942121209506
8,0.006157911763674239,Credit,0.010563280120768159
8,0.006157911763674239,Data,-0.0005677436650089596
8,0.006157911763674239,Disease,0.005710771888050571
8,0.006157911763674239,Economy,-0.01274394901245481
8,0.006157911763674239,Education,-0.020847183375877185
8,0.006157911763674239,Employment,0.011137325730489886
8,0.006157911763674239,Energy,-0.0006749532159848684
8,0.006157911763674239,Entrepreneurship,-0.007053131235046645
8,0.006157911763674239,Expense,-0.0003837847008242197
8,0.006157911763674239,Health,1.463483778568604e-06
8,0.006157911763674239,Income,-0.009946272905146705
8,0.006157911763674239,Income_statement,0.009353151667172108
8,0.006157911763674239,Innovation,0.005259046098504282
8,0.006157911763674239,Innovation_management,0.012558934947837433
8,0.006157911763674239,Invention,0.007389322876296745
8,0.006157911763674239,Investment,-0.015197584334889417
8,0.006157911763674239,Investment_banking,-0.0029301416786010246
8,0.006157911763674239,Investment_fund,-0.008543078760900677
8,0.006157911763674239,Investment_management,-0.012749086256325379
8,0.006157911763674239,Investor,-0.0038339593894621943
8,0.006157911763674239,Job,-0.00013936038345075478
8,0.006157911763674239,Laboratory,-0.005958614443171126
8,0.006157911763674239,Law,0.003667055472697864
8,0.006157911763674239,Law_firm,-0.017119970191157033
8,0.006157911763674239,Loan,0.0007903883747002547
8,0.006157911763674239,Manufacturing,-0.009180268300292367
8,0.006157911763674239,Medicine,-0.005030823477265545
8,0.006157911763674239,Patent,-0.0027084665935624866
8,0.006157911763674239,Patent_application,0.015493360509721875
8,0.006157911763674239,Patent_infringement,0.024733307514121148
8,0.006157911763674239,Patent_office,-0.013236149516717218
8,0.006157911763674239,Research_&_Experimentation_Tax_Credit,0.04095184845780849
8,0.006157911763674239,Research_and_Development_Tax_Credit,-0.002986362752196293
8,0.006157911763674239,Salary,0.02164318122886982
8,0.006157911763674239,Scholarship,-0.003120347611579706
8,0.006157911763674239,Semiconductor,0.0014932226850617582
8,0.006157911763674239,Small_Business_Innovation_Research,0.023165442540538584
8,0.006157911763674239,Stock,0.0058007736560789355
8,0.006157911763674239,Subsidy,0.06004332248356572
8,0.006157911763674239,Sustainability,-0.012703513787139464
8,0.006157911763674239,Tax,0.011076859716764219
8,0.006157911763674239,Tax_credit,-0.011315507127613098
8,0.006157911763674239,Tax_deduction,-0.004875008217414493
8,0.006157911763674239,Tax_incentive,0.00491538477585647
8,0.006157911763674239,Tax_report,-0.006217597294838495
8,0.006157911763674239,Technology,-0.00801059179616814
8,0.006157911763674239,Trademark,-0.0068838308249470305
8,0.006157911763674239,Trademark_attorney,0.04306213073320037
8,0.006157911763674239,Wage,0.009598487779369771
9,-0.005534212708328965,Budget,0.0006410180868833305
9,-0.005534212708328965,Business,-0.0026981256304899853
9,-0.005534212708328965,Business_loan,0.04306315951380559
9,-0.005534212708328965,Business_model,0.008474053055293562
9,-0.005534212708328965,Capitalization,0.02422571249452724
9,-0.005534212708328965,Career,-0.020290524895699116
9,-0.005534212708328965,Collaboration,-0.002366736962546779
9,-0.005534212708328965,Cost,-0.004504333601093857
9,-0.005534212708328965,Credit,0.010560463953637779
9,-0.005534212708328965,Data,-0.0005702719200189506
9,-0.005534212708328965,Disease,0.005708268564473426
9,-0.005534212708328965,Economy,-0.012746778707246742
9,-0.005534212708328965,Education,-0.020849750356854328
9,-0.005534212708328965,Employment,0.011134515153415916
9,-0.005534212708328965,Energy,-0.0006774883602866962
9,-0.005534212708328965,Entrepreneurship,-0.007056095224751347
9,-0.005534212708328965,Expense,-0.00038646769412818173
9,-0.005534212708328965,Health,-1.8408760364559184e-06
9,-0.005534212708328965,Income,-0.009948742681046447
9,-0.005534212708328965,Income_statement,0.009350482287401235
9,-0.005534212708328965,Innovation,0.005256357955301671
9,-0.005534212708328965,Innovation_management,0.012555868517826732
9,-0.005534212708328965,Invention,0.0073863963217081175
9,-0.005534212708328965,Investment,-0.015200459230825275
9,-0.005534212708328965,Investment_banking,-0.002932899047563664
9,-0.005534212708328965,Investment_fund,-0.008545824771612533
9,-0.005534212708328965,Investment_management,-0.012752176798737266
9,-0.005534212708328965,Investor,-0.0038365537358616038
9,-0.005534212708328965,Job,-0.00014205334335222358
9,-0.005534212708328965,Laboratory,-0.005961203054954078
9,-0.005534212708328965,Law,0.0036637706260575034
9,-0.005534212708328965,Law_firm,-0.01712405699075983
9,-0.005534212708328965,Loan,0.0007876280069584116
9,-0.005534212708328965,Manufacturing,-0.009183033889484667
9,-0.005534212708328965,Medicine,-0.005033563682189546
9,-0.005534212708328965,Patent,-0.002711566239926907
9,-0.005534212708328965,Patent_application,0.015489759727683058
9,-0.005534212708328965,Patent_infringement,0.024729867125794763
9,-0.005534212708328965,Patent_office,-0.013239123603705723
9,-0.005534212708328965,Research_&_Experimentation_Tax_Credit,0.040948298424938814
9,-0.005534212708328965,Research_and_Development_Tax_Credit,-0.002989392323166959
9,-0.005534212708328965,Salary,0.021640620140898844
9,-0.005534212708328965,Scholarship,-0.00312307359711281
9,-0.005534212708328965,Semiconductor,0.0014900091996455217
9,-0.005534212708328965,Small_Business_Innovation_Research,0.023161676080924915
9,-0.005534212708328965,Stock,0.005798215900643475
9,-0.005534212708328965,Subsidy,0.060041447151575
9,-0.005534212708328965,Sustainability,-0.012706294230099386
9,-0.005534212708328965,Tax,0.011074192062213217
9,-0.005534212708328965,Tax_credit,-0.01131840106935155
9,-0.005534212708328965,Tax_deduction,-0.004877740167579398
9,-0.005534212708328965,Tax_incentive,0.004912266672431998
9,-0.005534212708328965,Tax_report,-0.006220333468101785
9,-0.005534212708328965,Technology,-0.00801333154247811
9,-0.005534212708328965,Trademark,-0.006886363046357591
9,-0.005534212708328965,Trademark_attorney,0.04306022564662848
9,-0.005534212708328965,Wage,0.009595814838622999
10,0.015891133873870488,Budget,0.0006427496502627031
10,0.015891133873870488,Business,-0.0026968438802917917
10,0.015891133873870488,Business_loan,0.04306413378549562
10,0.015891133873870488,Business_model,0.008475489452865312
10,0.015891133873870488,Capitalization,0.02422775347472912
10,0.015891133873870488,Career,-0.02028874991251177
10,0.015891133873870488,Collaboration,-0.0023651348214433748
