Year,Month,NN,Sax,Mosley,date,Ridge_positive,Ridge_signed,Quarter,quarter_date
2006,3,24.77244509633046,36.9804848612701,38.5993575231929,2006-03-01,36.3015998362875,25.491140281020417,1,2006-01-01
2006,4,24.533774009975684,30.0198173238652,36.8786690520013,2006-04-01,35.72620661891362,19.817457938271772,2,2006-04-01
2006,5,39.33531686979376,35.947193810547,33.8555136040802,2006-05-01,33.824468757846496,41.28127267772709,2,2006-04-01
2006,6,39.549860755907936,34.625655438862,33.6094958619321,2006-06-01,34.000522501652384,40.47787545573568,2,2006-04-01
2006,7,37.51837103128208,36.633343669143,31.8792424183594,2006-07-01,32.002608956453905,40.20325445014079,3,2006-07-01
2006,8,50.365666250135575,35.4435467782351,31.6968876335872,2006-08-01,34.4456200759231,47.37749169303215,3,2006-07-01
2006,9,32.80777535153784,31.4652671580101,31.9955079222751,2006-09-01,31.465171728924197,35.92017145268724,3,2006-07-01
2006,10,31.245218361860665,29.807644289955,34.4949787731576,2006-10-01,34.53192054576805,34.36516608618915,4,2006-10-01
2006,11,30.74483331390625,32.8944423663793,32.995797175069,2006-11-01,31.62790391865519,31.987326786360825,4,2006-10-01
2006,12,36.49610504922778,33.9464427806876,32.2942728210963,2006-12-01,30.664875066157613,35.21202037498466,4,2006-10-01
2007,1,31.01745510429987,36.5246980658169,33.9689213714052,2007-01-01,35.29004249988775,26.478854140130068,1,2007-01-01
2007,2,20.23784174013685,33.855521778791,37.4531488693721,2007-02-01,36.94186664732958,19.02071253405683,1,2007-01-01
2007,3,33.38001587338915,37.6945684492484,36.9922024193878,2007-03-01,36.3042435015829,29.067823499332683,1,2007-01-01
2007,4,42.15253648820634,33.5808743781561,36.6768488716377,2007-04-01,39.45940228682159,30.856321725290066,2,2007-04-01
2007,5,34.821563430412525,38.7053590596694,35.7294986670825,2007-05-01,35.725938965739005,38.26865018921019,2,2007-04-01
2007,6,42.59306118173376,36.9602582926724,35.5832246210842,2007-06-01,34.65520536281789,42.360269657423565,2,2007-04-01
2007,7,49.253434908243285,38.8007442801057,36.765081838147,2007-07-01,35.82562254173086,45.17665436528639,3,2007-07-01
2007,8,36.412713989449706,36.7338717853361,37.4714265283471,2007-08-01,34.333046588902626,39.76636675064763,3,2007-07-01
2007,9,36.4161694522372,32.8273402925849,33.7704645176445,2007-09-01,35.10222169936883,42.36174316766855,3,2007-07-01
2007,10,34.9046566041246,32.3450929487437,36.3843020107406,2007-10-01,37.47539920387449,39.67437494368681,4,2007-10-01
2007,11,40.92027297202664,33.890640006747,35.8187776702519,2007-11-01,36.330521740510555,44.39277771303164,4,2007-10-01
2007,12,25.64498182108215,35.8357342274704,31.1408061802414,2007-12-01,30.311192526775933,30.330154879577588,4,2007-10-01
2008,1,36.0579091766359,37.3624807260872,39.3632546599204,2008-01-01,39.70633643656315,32.22774023454922,1,2008-01-01
2008,2,35.18683363575686,36.745148993141,33.4860654458338,2008-02-01,38.20607207237394,28.625211930499816,1,2008-01-01
2008,3,36.21569788602132,39.1165915125153,40.2129505181045,2008-03-01,40.086416488408,33.19412311809164,1,2008-01-01
2008,4,38.03397050709662,35.6159967768006,37.8504984863919,2008-04-01,41.31954994813105,37.58119440130737,2,2008-04-01
2008,5,44.32410092782251,37.6091787237613,36.8427044521292,2008-05-01,40.205461521382546,56.1065617284167,2,2008-04-01
2008,6,36.9771747941077,40.832556558926,39.5811440722983,2008-06-01,36.77479856722102,43.010120917755216,2,2008-04-01
2008,7,43.455008824127184,39.7222103455026,37.5198452777637,2008-07-01,37.41738057224006,44.20033443565037,3,2008-07-01
2008,8,40.41661874123233,38.2395986574368,35.5720366523734,2008-08-01,34.561978483378624,41.472177194067875,3,2008-07-01
2008,9,37.82621476215547,33.9390601023044,37.1794671005526,2008-09-01,36.135503323269546,31.257679376069547,3,2008-07-01
2008,10,38.5752545104345,35.7880045091079,42.1945448477368,2008-10-01,38.56089102046767,37.99774410563489,4,2008-10-01
2008,11,33.87635981511803,36.9296951091067,34.0869254179271,2008-11-01,34.18919393521405,35.14469344192857,4,2008-10-01
2008,12,28.565305201828604,37.6099267676472,35.6210118513054,2008-12-01,32.34686641368736,28.69286789836584,4,2008-10-01
2009,1,34.791564048755404,34.5038790513281,35.2489393544582,2009-01-01,36.10087619264387,29.13491265221689,1,2009-01-01
2009,2,26.138256560410102,35.6169067082288,36.8706860077405,2009-02-01,40.074678833525915,18.30864162113703,1,2009-01-01
2009,3,36.565403661933345,37.0941334089327,39.0561565142298,2009-03-01,39.7150588832949,33.638581282652886,1,2009-01-01
2009,4,36.18649387782101,38.217646229763,38.5499542854467,2009-04-01,39.7585725006839,33.32133830021704,2,2009-04-01
2009,5,37.70792261717797,37.7733250845989,36.5088271719195,2009-05-01,36.15736939292485,41.07158502100212,2,2009-04-01
2009,6,42.11979125686428,40.2172634452594,38.6856689638381,2009-06-01,36.49075075380006,39.35026027407253,2,2009-04-01
2009,7,35.9875087613895,41.3097383344391,37.2093057707204,2009-07-01,34.73671353825038,32.56765460281517,3,2009-07-01
2009,8,45.683122475328176,40.6980537909665,38.2141263957071,2009-08-01,35.72923980337738,43.50705343525164,3,2009-07-01
2009,9,41.266670481112435,33.5997409307427,35.8982124925994,2009-09-01,36.79385248907917,45.94135537904915,3,2009-07-01
2009,10,29.60781238470903,31.6618434869577,39.0599893575749,2009-10-01,38.23549153069075,39.84430746550163,4,2009-10-01
2009,11,36.155817294210905,37.6063434647557,35.9400016408502,2009-11-01,36.246763695826175,42.82165006482698,4,2009-10-01
2009,12,43.11083740862984,37.0223268923694,34.0793328732573,2009-12-01,35.28183321424463,45.81386072959896,4,2009-10-01
2010,1,28.102927766193165,37.3040469306713,37.3324562217654,2010-01-01,38.41469822888411,29.492030692223988,1,2010-01-01
2010,2,29.94447745033619,35.5167671637215,37.7185865053814,2010-02-01,40.76188911982845,28.29435214963321,1,2010-01-01
2010,3,40.20195516684045,37.7073723116369,43.8650382103662,2010-03-01,44.745561461467766,37.373559226153446,1,2010-01-01
2010,4,39.48750672616714,35.478404420193,42.4547292761795,2010-04-01,43.73672436003242,32.50316923360801,2,2010-04-01
2010,5,43.48951484445468,38.4418559157215,37.9212417405837,2010-05-01,38.01888813148835,44.117942022338944,2,2010-04-01
2010,6,40.165226263349936,41.9536026516187,37.3294387953287,2010-06-01,36.07694910754609,39.25568024815183,2,2010-04-01
2010,7,34.03622762449511,43.1959120614222,36.5611825537783,2010-07-01,31.74941118376887,30.9433296933183,3,2010-07-01
2010,8,39.09051406138237,39.9343564538418,35.9587758287146,2010-08-01,34.20864306977189,40.33919849872593,3,2010-07-01
2010,9,43.81380852077157,32.7736780022943,33.3616731436752,2010-09-01,35.766453129862086,46.40182744121376,3,2010-07-01
2010,10,36.601378632917175,33.7926738822277,34.3210838547451,2010-10-01,34.621256589923995,40.55884571482405,4,2010-10-01
2010,11,35.046964908827725,33.8617637204632,36.323907300291,2010-11-01,35.26131427683342,39.542156577073726,4,2010-10-01
2010,12,34.72807992472445,34.748148376648,31.560468459651,2010-12-01,31.346793231052537,35.8864903931948,4,2010-10-01
2011,1,33.97589530886619,38.82756974914,39.8456401814422,2011-01-01,40.05668062262555,26.587848233364163,1,2011-01-01
2011,2,33.004183365834756,36.3042847743038,38.1499058115584,2011-02-01,40.839963646728336,23.799054899472996,1,2011-01-01
2011,3,41.56815904472481,39.8842644956956,43.4273188213024,2011-03-01,41.69090465248877,32.556802262940934,1,2011-01-01
2011,4,38.090517981545574,36.3475773622169,41.0401340500366,2011-04-01,41.466543813128126,28.011526651431723,2,2011-04-01
2011,5,41.64849791166531,38.0047273701718,38.0567237299561,2011-05-01,37.3502978268153,44.591037405791845,2,2011-04-01
2011,6,42.32325188809698,40.8768531393659,38.4856959971162,2011-06-01,37.06041617118241,41.90752264025966,2,2011-04-01
2011,7,41.33057362729799,45.8296516401783,37.7637950698583,2011-07-01,34.34408517050957,36.77138818217101,3,2011-07-01
2011,8,42.042511586629765,38.9519616896249,37.7962369281492,2011-08-01,37.12896950660424,45.42477001804046,3,2011-07-01
2011,9,45.41127432440695,33.5801858675042,35.4779181051565,2011-09-01,38.942068420509415,54.348265645475266,3,2011-07-01
2011,10,33.064097220605476,34.287770858914,36.6412974380226,2011-10-01,38.041441585017395,42.34907842516262,4,2011-10-01
2011,11,31.46876423773456,35.7832906975031,35.6159709688511,2011-11-01,35.73121673729474,41.66906064562146,4,2011-10-01
2011,12,31.59794641137966,36.8475352641696,33.2250358073384,2011-12-01,32.87308475588414,37.509317899055866,4,2011-10-01
2012,1,28.292257439439997,38.3322423380927,40.3176817337952,2012-01-01,40.22094171065648,23.209394667704853,1,2012-01-01
2012,2,36.9481364686514,37.849118334681,40.7940533754154,2012-02-01,42.20531415148073,30.67059546474062,1,2012-01-01
2012,3,37.135612803967646,37.9967734699162,39.7297014335373,2012-03-01,40.918563842694056,39.11039252346264,1,2012-01-01
2012,4,40.51526593268135,37.9247616326346,38.657801840876,2012-04-01,40.29119679820703,36.75468109935909,2,2012-04-01
2012,5,37.32237953514303,39.6361796464693,39.6642533244553,2012-05-01,37.73561912099418,41.73314835521102,2,2012-04-01
2012,6,42.5259843743972,44.054969566281,40.4733220112585,2012-06-01,37.23611890934147,38.56762216998064,2,2012-04-01
2012,7,40.23212884041894,44.6772384463298,36.9580012999513,2012-07-01,33.64807731745136,37.60991870660106,3,2012-07-01
2012,8,42.11033930234042,38.2830406023781,37.3302533538792,2012-08-01,36.7068731294362,42.42710870491687,3,2012-07-01
2012,9,40.834110427511625,33.1110943666381,37.548880461094,2012-09-01,39.03229170087738,45.185375289223735,3,2012-07-01
2012,10,38.27946848635471,34.30355280596,37.8159263528314,2012-10-01,39.59226811995298,44.8050395709348,4,2012-10-01
2012,11,38.05162786898897,32.7110470730984,33.4829459068017,2012-11-01,35.51801604274053,39.90117524091908,4,2012-10-01
2012,12,32.57309519900278,35.9403883964189,32.0475855850027,2012-12-01,31.715125835065663,34.84595488584363,4,2012-10-01
2013,1,38.832052246857806,38.6598074655354,38.9376973635049,2013-01-01,41.43687115974252,28.63076524538779,1,2013-01-01
2013,2,38.37331337090971,38.482854913421,39.6320176398373,2013-02-01,42.68118471748637,29.08391668179383,1,2013-01-01
2013,3,34.29282670783335,38.9224580300009,39.0331014104391,2013-03-01,39.865602634369885,32.07972669112685,1,2013-01-01
2013,4,36.5649869628138,37.6740779868615,40.1145563875472,2013-04-01,41.209773142155385,32.077577901577236,2,2013-04-01
2013,5,37.135227418979,40.2919060960009,40.1772863496426,2013-05-01,38.274059658646365,41.87621206111371,2,2013-04-01
2013,6,39.32272648415168,44.9133973922323,39.6177304571196,2013-06-01,36.15950370839699,40.9808087283842,2,2013-04-01
2013,7,42.598287586697,44.2024921071675,39.0005855114321,2013-07-01,35.29516617295465,39.9161794377232,3,2013-07-01
2013,8,39.774646071367975,43.4207795351011,39.7265644463031,2013-08-01,36.34351397805283,42.80468778884377,3,2013-07-01
2013,9,40.23521889381403,35.4384949539802,38.1497664012638,2013-09-01,39.01755397433719,46.04391169072401,3,2013-07-01
2013,10,40.580402179822414,32.408200446948,38.7856571306215,2013-10-01,42.17581682052076,47.34095729837883,4,2013-10-01
2013,11,41.74479261632769,36.9096909339997,38.7432044559623,2013-11-01,39.84081257215502,45.62856762235511,4,2013-10-01
2013,12,38.822743632075586,36.9530643104017,36.3590566179765,2013-12-01,35.97736563283207,41.81391302424146,4,2013-10-01
2014,1,38.10588114943286,36.9706561174853,41.1461640241047,2014-01-01,41.784377141104024,31.37588434697138,1,2014-01-01
2014,2,39.793615298613815,40.5507147863867,43.5595357498045,2014-02-01,45.47141046365278,30.667604140136685,1,2014-01-01
2014,3,40.3140181323945,39.1688663366842,40.333382756249,2014-03-01,42.16843451188713,36.6858818535768,1,2014-01-01
2014,4,48.30616818777762,40.0036708920944,42.6719933564589,2014-04-01,44.69483566756416,44.0508059767208,2,2014-04-01
2014,5,43.5843181194752,41.4698345946414,39.8435210040486,2014-05-01,38.784427168519656,45.00510445559213,2,2014-04-01
2014,6,39.00461984553872,46.1984845714102,39.4011763106138,2014-06-01,36.68270134994862,38.340120086266744,2,2014-04-01
2014,7,46.41977064359768,46.8767165086491,42.6564183389162,2014-07-01,39.226428451859086,44.352604080249336,3,2014-07-01
2014,8,43.27640826684335,45.246495148809,39.9498938636086,2014-08-01,37.74893514878767,43.50061307368273,3,2014-07-01
2014,9,33.649310008740386,36.2432135115929,40.7307648665664,2014-09-01,40.0096565164325,41.75118149134993,3,2014-07-01
2014,10,39.02317312777687,34.3308299240178,39.2466831726946,2014-10-01,42.577507496991174,49.14159755109573,4,2014-10-01
2014,11,36.5021393281063,36.4040758302433,36.6245713400252,2014-11-01,37.60593783416749,42.2176467842802,4,2014-10-01
2014,12,33.79606051376965,38.3119244000526,35.6113778389766,2014-12-01,35.020830871152654,34.6864387821444,4,2014-10-01
2015,1,35.56634103109128,40.4351121581914,40.6233282606909,2015-01-01,42.360110545810656,29.899937760795495,1,2015-01-01
2015,2,38.21711799580514,41.862716517406,41.4446414962576,2015-02-01,43.49190054092561,27.14888902047919,1,2015-01-01
2015,3,42.39374031862887,43.9230828008522,43.6444823896855,2015-03-01,45.560951564637215,40.71292307191933,1,2015-01-01
2015,4,44.22766226411132,42.7193714359559,45.7748387074028,2015-04-01,45.768844243946376,37.5897107227177,2,2015-04-01
2015,5,43.13961247679613,46.041704675894,43.5386171480685,2015-05-01,41.02863792624928,46.14971125449054,2,2015-04-01
2015,6,46.06766088118174,46.5310407805877,43.4375246680306,2015-06-01,40.704063295903794,45.14740746202109,2,2015-04-01
2015,7,44.03755748540795,49.1340168659524,42.0698780049277,2015-07-01,38.21646987782499,38.76137227772788,3,2015-07-01
2015,8,48.130107314558096,46.788206762691,45.2061093006287,2015-08-01,40.855048207353384,46.37827855506542,3,2015-07-01
2015,9,43.205675497590555,36.1709420535705,41.2773982459624,2015-09-01,43.29376702558872,50.096332050460354,3,2015-07-01
2015,10,43.68405097386592,37.0888753321751,42.3842275681599,2015-10-01,45.26690704072999,53.699943882188066,4,2015-10-01
2015,11,33.63601708040331,37.3910899332173,39.6766045736136,2015-11-01,40.85065285705456,47.351938398274285,4,2015-10-01
2015,12,45.09545668055967,39.3148406835066,38.3233496365718,2015-12-01,40.00364687397544,44.464555543860605,4,2015-10-01
2016,1,40.471005785515786,43.1070227934286,45.647177617306,2016-01-01,46.15653166593368,30.002776742206485,1,2016-01-01
2016,2,41.945268449477325,40.7569701187678,46.1285673135061,2016-02-01,48.66261834107695,28.37817230913973,1,2016-01-01
2016,3,43.37680850407949,43.8900106497481,46.2872775254006,2016-03-01,47.2157261240349,34.88265430024603,1,2016-01-01
2016,4,43.023122211313954,42.2166914608195,46.5805730083508,2016-04-01,48.285367220924435,38.90583794368187,2,2016-04-01
2016,5,46.172276478066735,44.5682496789465,46.2536316765223,2016-05-01,44.413024447180526,48.023053772597315,2,2016-04-01
2016,6,44.40849825547698,50.4854512449744,46.625375489312,2016-06-01,40.29057900604507,37.03247763194216,2,2016-04-01
2016,7,44.58910471235873,54.0219604993,45.6341686153499,2016-07-01,38.36607775152692,38.3767657362346,3,2016-07-01
2016,8,45.00868558890686,47.0831215225129,44.1001014359143,2016-08-01,41.26870720284553,42.43781518292756,3,2016-07-01
2016,9,45.07998258870409,37.7821101296772,43.8158226054356,2016-09-01,44.96270202717428,49.60700451051968,3,2016-07-01
2016,10,45.30587082155391,39.9716502349646,43.4356693793418,2016-10-01,44.21616897930047,51.32159333602953,4,2016-10-01
2016,11,46.37374851296077,40.9267349449318,38.2789087698635,2016-11-01,44.3467781471704,67.12893901392898,4,2016-10-01
2016,12,42.41732899464242,43.3617276249856,35.3844274667541,2016-12-01,39.98741998984392,62.0746104236031,4,2016-10-01
2017,1,36.236782245134656,47.2013571295342,41.8731281449768,2017-01-01,44.53223180583098,39.44240656871794,1,2017-01-01
2017,2,34.71100588263703,40.8153403533238,42.8029557323669,2017-02-01,47.21634094917269,32.366453360840566,1,2017-01-01
2017,3,40.51504105385132,43.9273773193896,44.8845499619526,2017-03-01,48.99906033898926,43.84479056062935,1,2017-01-01
2017,4,56.20067269147668,52.2413131786613,54.7276013029209,2017-04-01,51.75231291824906,55.9938411850223,2,2017-04-01
2017,5,58.79038118101607,44.9968825849721,46.6569288934822,2017-05-01,46.76777920038123,59.981678596907386,2,2017-04-01
2017,6,45.862304009041544,51.1416973972573,45.7481121069065,2017-06-01,42.95454901672645,46.66584621310472,2,2017-04-01
2017,7,49.643113864670944,54.3687012648094,44.422450512367,2017-07-01,40.12346580260811,46.30500887320034,3,2017-07-01
2017,8,38.59520402459088,47.9333732806726,45.5407340032456,2017-08-01,42.63050916793367,42.43833124219139,3,2017-07-01
2017,9,47.27913572928607,44.7173920794819,45.3115237366154,2017-09-01,45.6714067462316,51.38775552008821,3,2017-07-01
2017,10,63.251393696122335,38.6022442401824,50.0025453561715,2017-10-01,55.34110816461608,67.59445240643036,4,2017-10-01
2017,11,42.52786883907578,40.7389327951698,46.6683804450848,2017-11-01,44.47253971617226,39.32300357050613,4,2017-10-01
2017,12,36.01806630973672,42.9463579031858,40.9920593305498,2017-12-01,39.16966569972866,24.28740142900122,4,2017-10-01
2018,1,40.37113790479356,43.1685360084075,48.7125272080325,2018-01-01,49.09284784205325,31.015827965747203,1,2018-01-01
2018,2,48.0197579994167,44.5410170166975,50.925620185986,2018-02-01,54.18219590487446,40.7065430043548,1,2018-01-01
2018,3,48.37302866289929,50.0020448720278,51.3499000887713,2018-03-01,50.50927391863217,41.85365831976098,1,2018-01-01
2018,4,49.1015599277689,48.301590594633,51.3011191115688,2018-04-01,53.837933405809615,44.19285913475469,2,2018-04-01
2018,5,43.69305125378602,55.2542531197527,48.599540229475,2018-05-01,46.60666535982223,45.94678199770392,2,2018-04-01
2018,6,47.45391574409361,58.7092885457592,48.2224223084975,2018-06-01,43.17406898228902,40.309826277503745,2,2018-04-01
2018,7,46.83055659427348,59.7034984216858,49.5918806540573,2018-07-01,42.204326298675554,39.704537427440634,3,2018-07-01
2018,8,42.31320739731903,50.9941444695278,48.7065430850094,2018-08-01,43.47443775577878,39.92570077282232,3,2018-07-01
2018,9,46.4368038962206,38.8205455481799,45.0138975884834,2018-09-01,48.36673552873534,53.42040761594846,3,2018-07-01
2018,10,51.67866414372352,41.7322318492964,49.1501006965849,2018-10-01,51.151308096401,61.88995818194952,4,2018-10-01
2018,11,59.271805682312845,45.0810192438188,47.8023891932594,2018-11-01,53.79044838265204,76.32796723088767,4,2018-10-01
2018,12,62.88385654540042,50.1191760622214,47.0514054022826,2018-12-01,50.03710427628452,71.13327782313405,4,2018-10-01
2019,1,39.385768789832674,49.1027900586767,54.80031396567,2019-01-01,53.65152256317048,41.237506993688754,1,2019-01-01
2019,2,51.92010764043272,48.4212107182351,54.8018654374564,2019-02-01,60.91512787012731,58.00224379787826,1,2019-01-01
2019,3,44.39834646055794,46.6341346430487,52.8627757344798,2019-03-01,54.216706521607314,50.43664755383539,1,2019-01-01
2019,4,52.090536306542646,46.7104632536931,54.4785751133591,2019-04-01,58.30644003739533,56.98939944562867,2,2019-04-01
2019,5,50.631843386930406,53.6810072768872,53.8152679590093,2019-05-01,51.47582769842021,64.29418478126759,2,2019-04-01
2019,6,38.38636952720578,64.3453719534517,57.1244135901273,2019-06-01,46.51940986749662,42.95872752475648,2,2019-04-01
2019,7,56.574839692036555,62.2324027328319,52.3677447435473,2019-07-01,47.40668196051869,39.88369416203733,3,2019-07-01
2019,8,56.90305696539467,58.1899328060781,51.7154098748861,2019-08-01,48.9962375718025,47.37342081617092,3,2019-07-01
2019,9,63.075691493252805,52.0832504781083,50.7945917148856,2019-09-01,54.128933526984206,55.35294995968243,3,2019-07-01
2019,10,61.26408109445769,52.0346633211114,51.40141739702,2019-10-01,55.316469706931215,61.62605977458056,4,2019-10-01
2019,11,58.559949766091336,49.149651590035,49.3466538919055,2019-11-01,51.31759569072588,57.71072167641646,4,2019-10-01
2019,12,58.654861856358856,49.2605741469367,48.3364235567478,2019-12-01,49.59449996391432,55.979896493151145,4,2019-10-01
2020,1,40.153884938159905,64.8575094903009,56.3847411440971,2020-01-01,59.78470305510621,43.46989473442825,1,2020-01-01
2020,2,55.34796311787837,57.1789485216787,56.7782221948502,2020-02-01,64.07644487747194,55.043461368996056,1,2020-01-01
2020,3,65.38854848878556,48.8417392938259,58.9501577729054,2020-03-01,61.594429371342265,66.41227571888294,1,2020-01-01
2020,4,74.83375935375902,41.4356584765189,53.7960459898724,2020-04-01,65.52232840595407,83.7322030648591,2,2020-04-01
2020,5,56.17100202228762,55.8991122379014,55.0128236229421,2020-05-01,54.45804015665234,59.89348401573355,2,2020-04-01
2020,6,45.07726389934832,62.281890575743,58.5546511138948,2020-06-01,48.84391010497068,31.907212681733196,2,2020-04-01
2020,7,59.33523551977523,64.4119585243446,60.8714668704801,2020-07-01,54.34470493075966,44.337394048869534,3,2020-07-01
2020,8,59.64998118968316,55.0352772661056,57.0970500308191,2020-08-01,52.80402879880693,54.17996581749391,3,2020-07-01
2020,9,65.2898735054472,48.1622180077298,56.7261777202564,2020-09-01,60.30945613438291,73.51980425191336,3,2020-07-01
2020,10,52.72691224462984,58.144948248659,53.4167229920692,2020-10-01,53.99229699125893,60.39715633882711,4,2020-10-01
2020,11,45.591195349523936,55.2957635785278,49.372735857701,2020-11-01,46.92288945973538,48.389056382128146,4,2020-10-01
2020,12,52.39764841870485,60.4182438266475,55.0024727380952,2020-12-01,49.31003576154166,50.681359624117825,4,2020-10-01
2021,1,51.75196169156585,57.1981276158798,65.494543345899,2021-01-01,56.446294622705686,43.82277665071964,1,2021-01-01
2021,2,62.793001445484286,57.0099001603085,68.0164089378144,2021-02-01,63.83182476594104,52.60940990312187,1,2021-01-01
2021,3,58.951164875488764,60.0515078197742,62.7570050625515,2021-03-01,62.29172096136033,49.90513631768766,1,2021-01-01
2021,4,66.27409014673044,57.1901593642567,58.0122687177382,2021-04-01,60.44643616537816,51.01579339238774,2,2021-04-01
2021,5,55.93792697770458,61.9078286688688,58.8769278343267,2021-05-01,58.39317884433198,48.60421560710333,2,2021-04-01
2021,6,52.10246954179193,64.4759300431366,58.723047507006,2021-06-01,52.64166727562164,41.25250320244694,2,2021-04-01
2021,7,52.14047634853009,66.4385154023582,55.5378475709677,2021-07-01,53.713670880621336,49.03076837159136,3,2021-07-01
2021,8,59.64192997512788,63.9056310116516,58.1546681900062,2021-08-01,57.734085723809486,56.493227901472686,3,2021-07-01
2021,9,79.95465806902837,52.9951935425598,58.064936723569,2021-09-01,68.48713502065225,81.55770301825319,3,2021-07-01
2021,10,72.78225698088353,53.703170278717,57.2116986094352,2021-10-01,65.12706241610088,97.86420338061647,4,2021-10-01
2021,11,52.89195319851431,57.5208445648773,57.8179049496696,2021-11-01,58.85081739528506,74.00903009730173,4,2021-10-01
2021,12,44.49101106149103,57.3160918399525,51.0456428633576,2021-12-01,51.7490062405332,63.548132469638446,4,2021-10-01
