Model,topic,elasticity
Ridge,Salary,0.024469693723289512
Ridge,Scholarship,0.03512132829245465
Ridge,Semiconductor,0.012953419966709727
Ridge,Small_Business_Innovation_Research,6.0976542441523035e-05
Ridge,Stock,0.003294912249431521
Ridge,Subsidy,0.05080008920406146
Ridge,Sustainability,-0.008480840057323755
Ridge,Tax,0.009318915077386887
Ridge,Tax_credit,-0.010052620979091596
Ridge,Tax_deduction,-0.020577273407372476
Ridge,Tax_incentive,0.01933917890324658
Ridge,Tax_report,-0.017024474502405556
Ridge,Technology,-0.015705522394967836
Ridge,Trademark,0.0029230210008042343
Ridge,Trademark_attorney,0.02414978825841937
Ridge,Wage,-0.027737883408019512
Elastic Net,Budget,-0.027010364121512587
Elastic Net,Business,0.013330111714789547
Elastic Net,Business_loan,0.03942249420195401
Elastic Net,Business_model,-0.01220383021099516
Elastic Net,Capitalization,0.0523440554706417
Elastic Net,Career,0.024462322393939865
Elastic Net,Collaboration,3.395304567103285e-15
Elastic Net,Cost,-0.02240338528195711
Elastic Net,Credit,0.008988018105245367
Elastic Net,Data,0.019777445556408715
Elastic Net,Disease,0.048670994596600285
Elastic Net,Economy,-0.020309789199266275
Elastic Net,Education,-0.004318769396910737
Elastic Net,Employment,0.004271968484168663
Elastic Net,Energy,0.031222199028172314
Elastic Net,Entrepreneurship,-0.010596496639864061
Elastic Net,Expense,-0.03794727673881458
Elastic Net,Health,3.395304567103285e-15
Elastic Net,Income,3.395304567103285e-15
Elastic Net,Income_statement,0.0038711342116474873
Elastic Net,Innovation,3.395304567103285e-15
Elastic Net,Innovation_management,0.03874440491440368
Elastic Net,Invention,0.006253292734759931
Elastic Net,Investment,-0.017066298035502293
Elastic Net,Investment_banking,-0.023391179751658834
Elastic Net,Investment_fund,0.004381986127870924
Elastic Net,Investment_management,-0.03488354484921114
Elastic Net,Investor,-0.05059124133640544
Elastic Net,Job,-0.05891300856074263
Elastic Net,Laboratory,3.395304567103285e-15
Elastic Net,Law,-0.020543156413135175
Elastic Net,Law_firm,-0.04894800418500847
Elastic Net,Loan,-0.010459466776468418
Elastic Net,Manufacturing,-0.003193536029979255
Elastic Net,Medicine,0.013481246151350395
Elastic Net,Patent,0.11438288271493648
Elastic Net,Patent_application,0.008064766361382885
Elastic Net,Patent_infringement,-0.016521377829206152
Elastic Net,Patent_office,-0.023958846066343135
Elastic Net,Research_&_Experimentation_Tax_Credit,-0.008801574914321398
Elastic Net,Research_and_Development_Tax_Credit,0.0021125034630369785
Elastic Net,Salary,0.05120322815663597
Elastic Net,Scholarship,0.03826767453008798
Elastic Net,Semiconductor,0.01931767746503809
Elastic Net,Small_Business_Innovation_Research,-0.011782982647056841
Elastic Net,Stock,-0.00017709707722574918
Elastic Net,Subsidy,0.03595222265312157
Elastic Net,Sustainability,3.395304567103285e-15
Elastic Net,Tax,0.0032066324820371867
Elastic Net,Tax_credit,-0.001925618446936769
Elastic Net,Tax_deduction,-0.023806296293574152
Elastic Net,Tax_incentive,0.029510059073069406
Elastic Net,Tax_report,-0.026298096078589194
Elastic Net,Technology,-0.03870609706436783
Elastic Net,Trademark,0.011317082449957236
Elastic Net,Trademark_attorney,-0.002618227092879869
Elastic Net,Wage,-0.014642155280900022
