,Country,Year,rd_expenditure,rd_expenditure_missing
904,CH,2017,0.0171948756219555,0
905,CH,2019,0.0185729256553376,0
938,GB,1981,0.028439324166668098,0
939,GB,1983,0.0278542399020722,0
940,GB,1985,0.0300287693025079,0
941,GB,1986,0.0311821396732186,0
942,GB,1987,0.031624079248141396,0
943,GB,1988,0.0324269494825486,0
944,GB,1989,0.033138385096327196,0
945,GB,1990,0.0332745650104412,0
946,GB,1991,0.0316351471578259,0
947,GB,1992,0.0312088801773749,0
948,GB,1993,0.0324009123855556,0
949,GB,1994,0.0331548872087713,0
950,GB,1995,0.030453306538380798,0
951,GB,1996,0.029679077205899,0
952,GB,1997,0.030296102966976702,0
953,GB,1998,0.0314577439044394,0
954,GB,1999,0.033973136085561705,0
955,GB,2000,0.0350968040821478,0
956,GB,2001,0.0355760134437673,0
957,GB,2002,0.0365948245792858,0
958,GB,2003,0.03694013258632169,0
959,GB,2004,0.036618322371685094,0
960,GB,2005,0.038064000440388,0
961,GB,2006,0.0395477994932316,0
962,GB,2007,0.041634913452621096,0
963,GB,2008,0.041333511109159504,0
964,GB,2009,0.040910878031741496,0
965,GB,2010,0.041109925233634,0
966,GB,2011,0.041808857500164796,0
967,GB,2012,0.040638273791289904,0
968,GB,2013,0.042527477370353,0
969,GB,2014,0.0613446297023717,0
970,GB,2015,0.0629728145001246,0
971,GB,2016,0.06550308741001701,0
972,GB,2017,0.06744489901262099,0
973,GB,2018,0.0798627681757809,0
974,GB,2019,0.07996404528048039,0
975,GB,2020,0.07815330562718699,0
976,US,1981,0.164699647647806,0
977,US,1982,0.173060590568833,0
978,US,1983,0.185490285296204,0
979,US,1984,0.20372855162904402,0
980,US,1985,0.22118147268398797,0
981,US,1986,0.226869299609602,0
982,US,1987,0.232603741889876,0
983,US,1988,0.23804741394245202,0
984,US,1989,0.242764821026087,0
985,US,1990,0.250727884433426,0
986,US,1991,0.256847801086555,0
987,US,1992,0.258044435658436,0
988,US,1993,0.252548323706418,0
989,US,1994,0.252429163092446,0
990,US,1995,0.268329307871995,0
991,US,1996,0.28313799755516894,0
992,US,1997,0.2989897509032,0
993,US,1998,0.314793587524628,0
994,US,1999,0.336151173363005,0
995,US,2000,0.36033997690689906,0
996,US,2001,0.366182735541487,0
997,US,2002,0.35972741936735303,0
998,US,2003,0.37017791114104104,0
999,US,2004,0.374897027723975,0
1000,US,2005,0.39030649030440107,0
1001,US,2006,0.40814713227446203,0
1002,US,2007,0.427754703565342,0
1003,US,2008,0.449510448782337,0
1004,US,2009,0.445321200828342,0
1005,US,2010,0.44470858189046,0
1006,US,2011,0.45552567290878804,0
1007,US,2012,0.45482040667889806,0
1008,US,2013,0.46827722417165,0
1009,US,2014,0.481775482622067,0
1010,US,2015,0.507401,0
1011,US,2016,0.5281717009030571,0
1012,US,2017,0.54963096952664,0
1013,US,2018,0.5864273457520081,0
1014,US,2019,0.631845452979094,0
1015,US,2020,0.671963268047983,0
1016,US,2021,0.709712900312341,0
1056,CN,1991,0.0130871486518403,0
1057,CN,1992,0.015022309743859099,0
1058,CN,1993,0.016333365324229198,0
1059,CN,1994,0.016721938060705297,0
1060,CN,1995,0.0167496872444463,0
1061,CN,1996,0.018242661213776698,0
1062,CN,1997,0.022598524400115304,0
1063,CN,1998,0.024683112845988998,0
1064,CN,1999,0.0307949641786549,0
1065,CN,2000,0.039806306926472,0
1066,CN,2001,0.0454018575709753,0
1067,CN,2002,0.055741652660579795,0
1068,CN,2003,0.06496127100266211,0
1069,CN,2004,0.0775721020211667,0
1070,CN,2005,0.0930206500898596,0
1071,CN,2006,0.109713720660448,0
1072,CN,2007,0.125799195568337,0
1073,CN,2008,0.145192227958098,0
1074,CN,2009,0.18288255651327798,0
1075,CN,2010,0.20827997835215,0
1076,CN,2011,0.23704271983421,0
1077,CN,2012,0.274611197590113,0
1078,CN,2013,0.309205058612812,0
1079,CN,2014,0.336250720890688,0
1080,CN,2015,0.366080932147093,0
1081,CN,2016,0.39939015510339404,0
1082,CN,2017,0.430329703329414,0
1083,CN,2018,0.464705238693159,0
