,Country,Year,rd_expenditure,gdpca,unemp_rate,population,inflation,export_vol,import_vol,rd_expenditure_missing,gdpca_missing,unemp_rate_missing,population_missing,inflation_missing,export_vol_missing,import_vol_missing,date,Month,Businesses_R&D expenditure_mean_YTD,Businesses_product development_mean_YTD,Consulting Firms_innovation management_mean_YTD,Consulting Firms_innovation strategy_mean_YTD,Government agencies_government grants_mean_YTD,Government agencies_research funding_mean_YTD,Innovation Hubs_startup incubation_mean_YTD,Innovation Hubs_technology park_mean_YTD,Patent Attorneys_patent attorney_mean_YTD,Patent Attorneys_patent registration_mean_YTD,R&D Employees_R&D jobs_mean_YTD,Research Institutions_collaboration with industry_mean_YTD,Research Institutions_research grant_mean_YTD,Tax Authorities_R&D tax credit_mean_YTD,VCs_VC investment_mean_YTD,VCs_startup funding_mean_YTD,Businesses_R&D expenditure_yearly_avg,Businesses_product development_yearly_avg,Consulting Firms_innovation management_yearly_avg,Consulting Firms_innovation strategy_yearly_avg,Government agencies_government grants_yearly_avg,Government agencies_research funding_yearly_avg,Innovation Hubs_startup incubation_yearly_avg,Innovation Hubs_technology park_yearly_avg,Patent Attorneys_patent attorney_yearly_avg,Patent Attorneys_patent registration_yearly_avg,R&D Employees_R&D jobs_yearly_avg,Research Institutions_collaboration with industry_yearly_avg,Research Institutions_research grant_yearly_avg,Tax Authorities_R&D tax credit_yearly_avg,VCs_VC investment_yearly_avg,VCs_startup funding_yearly_avg
52,AT,2012,12.350734157470901,46477.67,5.242,8.426,116.33,1.438,0.924,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,AT,2013,12.5242680483109,47936.68,5.35,8.477,118.794,0.641,0.694,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,AT,2014,13.159034572332999,48813.54,6.042,8.544,120.535,2.888,2.957,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,AT,2015,13.143431799690799,49955.47,6.167,8.63,121.51,3.049,3.63,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,AT,2016,13.698780009789699,52659.77,6.467,8.74,122.693,2.988,3.726,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,AT,2017,13.7385654484865,54393.57,5.925,8.815,125.426,4.898,5.289,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,AT,2018,14.2341132797062,56603.1,5.208,8.885,128.088,5.198,5.348,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,AT,2019,14.640079285373,58662.93,4.817,8.859,129.996,3.985,2.087,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,AT,2020,13.9969332146442,55329.44,5.475,8.901,131.798,-10.652,-9.229,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,AT,2021,14.5773279661835,59917.5,6.167,8.98,135.43,9.593,13.712,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,BE,1983,4.0800820262288,13083.95,10.742,9.858,49.9,3.859,-0.968,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,BE,1984,4.2139752181538395,13897.56,10.825,9.853,53.067,5.595,6.161,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,BE,1985,4.42602815265549,14566.86,10.117,9.858,55.65,0.228,0.553,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,BE,1986,4.5157619147452,15129.23,10.05,9.859,56.371,2.288,3.899,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,BE,1987,4.656330531724789,15851.63,9.808,9.865,57.247,4.561,6.837,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,BE,1988,4.73795896872001,17166.63,8.833,9.876,57.913,10.295,10.74,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,BE,1989,5.0745537033250505,18362.21,7.367,9.928,59.711,8.776,10.041,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,BE,1991,5.24860774126119,20560.9,6.45,9.987,63.729,2.789,2.807,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,BE,1993,5.54122138169952,21472.25,8.625,10.068,66.787,0.887,0.54,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,BE,1994,5.68658719114214,22566.18,9.75,10.101,68.387,8.998,7.353,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,BE,1995,5.8939658619889395,23519.06,9.683,10.131,69.253,5.524,9.572,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,BE,1996,6.31879168451662,24236.31,9.55,10.143,70.476,3.717,4.221,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,BE,1997,6.80959099062129,25521.09,9.217,10.17,71.535,9.994,8.908,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,BE,1998,7.05266648522592,26257.72,9.342,10.192,72.184,4.759,5.561,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,BE,1999,7.57025287257382,27513.08,8.425,10.214,73.003,4.486,2.681,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,BE,2000,7.97748394245692,29109.97,6.858,10.239,74.959,11.807,12.157,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,BE,2001,8.467577766116339,30021.82,6.567,10.263,76.784,2.134,1.409,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,BE,2002,8.063285537588401,30870.86,7.525,10.31,77.973,7.974,7.384,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,BE,2003,7.88135937483958,31665.27,8.175,10.356,79.155,-0.324,0.496,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,BE,2004,8.07109090986355,33544.99,8.383,10.396,80.625,6.961,6.964,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,BE,2005,8.12284949756864,35232.82,8.475,10.446,82.671,4.371,4.991,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,BE,2006,8.4794437281183,37014.52,8.267,10.511,84.595,4.423,5.276,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,BE,2007,8.92290526755762,39140.27,7.492,10.585,86.132,4.721,5.559,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,BE,2008,9.38352649654139,39760.01,6.967,10.667,89.998,-2.207,-2.028,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,BE,2009,9.48707128142787,38891.8,7.992,10.753,89.993,-10.774,-12.266,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,BE,2010,10.0677839884114,40162.44,8.375,10.84,92.093,8.296,7.105,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,BE,2011,10.791786539306601,41082.42,7.217,11.001,95.18,4.398,4.942,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,BE,2012,11.410887400616,42409.3,7.65,11.076,97.679,-1.341,-1.254,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,BE,2013,11.712465400066499,43755.16,8.575,11.138,98.898,2.62,0.734,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,BE,2014,12.097915075221499,45043.18,8.658,11.181,99.383,1.857,1.964,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,BE,2015,12.6477756591749,46365.19,8.65,11.237,99.999,1.291,0.942,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,BE,2016,13.310200934607101,48679.68,7.85,11.311,101.769,3.108,5.341,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,BE,2017,14.2938029032602,50726.55,7.108,11.352,104.033,1.358,-0.055,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,BE,2018,15.6059485324701,52660.06,5.975,11.399,106.437,0.821,1.409,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,BE,2019,17.610432516676,54533.59,5.383,11.456,107.766,0.111,-0.39,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,BE,2020,17.7106225994221,51979.59,5.575,11.522,108.227,-6.431,-6.981,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,BE,2021,18.0174749426187,57484.76,6.258,11.555,111.714,14.37,15.482,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,CA,1981,8.45853067626155,13197.48,7.617,24.785,49.525,1.776,2.554,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,CA,1982,9.081355303630389,13404.94,11.1,25.083,54.876,-1.38,-15.922,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,CA,1983,9.1264903889368,14149.52,12.0,25.336,58.067,5.784,10.128,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102,CA,1984,9.8776195865978,15380.23,11.375,25.577,60.587,18.621,17.384,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103,CA,1985,10.6044579724551,16465.96,10.508,25.813,62.98,4.484,8.267,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,CA,1986,11.0203329004644,16990.44,9.608,26.067,65.609,4.499,6.548,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105,CA,1987,11.1748506263844,17893.03,8.8,26.398,68.473,3.193,5.44,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106,CA,1988,11.5894158986872,19085.27,7.775,26.751,71.233,9.107,13.493,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107,CA,1989,12.4923578977242,19947.67,7.508,27.215,74.783,0.859,5.825,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108,CA,1990,12.9559148666005,20415.09,8.15,27.632,78.358,4.546,1.927,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109,CA,1991,13.1371286722748,20403.32,10.317,27.987,82.767,1.622,2.517,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110,CA,1992,13.5803332841865,20805.61,11.217,28.324,84.0,7.434,5.125,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111,CA,1993,14.3445838768057,21615.65,11.375,28.651,85.567,10.795,7.478,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112,CA,1994,15.4585966920263,22823.79,10.392,28.96,85.708,12.816,8.319,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113,CA,1995,15.7352451332076,23682.38,9.467,29.263,87.55,8.866,5.764,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114,CA,1996,15.6235002108226,24252.19,9.608,29.57,88.925,5.723,5.359,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115,CA,1997,16.304135254305802,25469.84,9.092,29.868,90.367,8.596,14.4,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
116,CA,1998,17.6792243508043,26532.35,8.292,30.124,91.267,9.517,5.276,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,CA,1999,19.1237162207951,28068.77,7.567,30.367,92.85,10.829,8.062,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118,CA,2000,21.7480514574105,29914.73,6.833,30.647,95.375,9.026,8.447,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,CA,2001,23.9740393131953,30810.53,7.225,30.971,97.783,-2.9,-4.865,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120,CA,2002,23.836965626930702,31887.84,7.683,31.309,99.992,1.229,1.867,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121,CA,2003,24.648739457124,32794.35,7.592,31.603,102.75,-1.709,4.208,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122,CA,2004,26.1651913298187,34390.02,7.15,31.901,104.658,5.531,8.506,0,0,0,0,0,0,0,2004-01-01,1.0,,,,,,,,,,,,,,,,,,0.0,,,56.666666666666664,0.0,,30.5,6.416666666666667,18.0,26.666666666666668,,,10.166666666666666,0.0,13.416666666666666
123,CA,2004,26.1651913298187,34390.02,7.15,31.901,104.658,5.531,8.506,0,0,0,0,0,0,0,2004-02-01,2.0,,0.0,,,51.0,0.0,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,0.0,,,56.666666666666664,0.0,,30.5,6.416666666666667,18.0,26.666666666666668,,,10.166666666666666,0.0,13.416666666666666
124,CA,2004,26.1651913298187,34390.02,7.15,31.901,104.658,5.531,8.506,0,0,0,0,0,0,0,2004-03-01,3.0,,0.0,,,57.0,0.0,,0.0,0.0,50.0,50.0,,,0.0,0.0,50.0,,0.0,,,56.666666666666664,0.0,,30.5,6.416666666666667,18.0,26.666666666666668,,,10.166666666666666,0.0,13.416666666666666
125,CA,2004,26.1651913298187,34390.02,7.15,31.901,104.658,5.531,8.506,0,0,0,0,0,0,0,2004-04-01,4.0,,0.0,,,53.666666666666664,0.0,,21.0,0.0,49.666666666666664,33.333333333333336,,,0.0,0.0,53.666666666666664,,0.0,,,56.666666666666664,0.0,,30.5,6.416666666666667,18.0,26.666666666666668,,,10.166666666666666,0.0,13.416666666666666
126,CA,2004,26.1651913298187,34390.02,7.15,31.901,104.658,5.531,8.506,0,0,0,0,0,0,0,2004-05-01,5.0,,0.0,,,56.5,0.0,,23.25,0.0,37.25,43.75,,,0.0,0.0,40.25,,0.0,,,56.666666666666664,0.0,,30.5,6.416666666666667,18.0,26.666666666666668,,,10.166666666666666,0.0,13.416666666666666
127,CA,2004,26.1651913298187,34390.02,7.15,31.901,104.658,5.531,8.506,0,0,0,0,0,0,0,2004-06-01,6.0,,0.0,,,56.8,0.0,,29.0,0.0,37.0,47.6,,,0.0,0.0,32.2,,0.0,,,56.666666666666664,0.0,,30.5,6.416666666666667,18.0,26.666666666666668,,,10.166666666666666,0.0,13.416666666666666
128,CA,2004,26.1651913298187,34390.02,7.15,31.901,104.658,5.531,8.506,0,0,0,0,0,0,0,2004-07-01,7.0,,0.0,,,61.166666666666664,0.0,,29.833333333333332,12.833333333333334,30.833333333333332,39.666666666666664,,,0.0,0.0,26.833333333333332,,0.0,,,56.666666666666664,0.0,,30.5,6.416666666666667,18.0,26.666666666666668,,,10.166666666666666,0.0,13.416666666666666
129,CA,2004,26.1651913298187,34390.02,7.15,31.901,104.658,5.531,8.506,0,0,0,0,0,0,0,2004-08-01,8.0,,0.0,,,60.42857142857143,0.0,,25.571428571428573,11.0,26.428571428571427,34.0,,,0.0,0.0,23.0,,0.0,,,56.666666666666664,0.0,,30.5,6.416666666666667,18.0,26.666666666666668,,,10.166666666666666,0.0,13.416666666666666
130,CA,2004,26.1651913298187,34390.02,7.15,31.901,104.658,5.531,8.506,0,0,0,0,0,0,0,2004-09-01,9.0,,0.0,,,60.875,0.0,,34.875,9.625,23.125,40.0,,,12.5,0.0,20.125,,0.0,,,56.666666666666664,0.0,,30.5,6.416666666666667,18.0,26.666666666666668,,,10.166666666666666,0.0,13.416666666666666
