Model,topic,elasticity
Elastic Net,Job,-0.021650140864514472
Elastic Net,Laboratory,3.0688357703261103e-15
Elastic Net,Law,-0.0075902341901444535
Elastic Net,Law_firm,-0.016136413086649665
Elastic Net,Loan,0.00025103196422462726
Elastic Net,Manufacturing,-0.0010427401229144266
Elastic Net,Medicine,0.0034030791034749854
Elastic Net,Patent,0.021762153679159627
Elastic Net,Patent_application,0.0032605155739731974
Elastic Net,Patent_infringement,-0.010308183077455936
Elastic Net,Patent_office,-0.001204380849604303
Elastic Net,Research_&_Experimentation_Tax_Credit,-0.006521590981932849
Elastic Net,Research_and_Development_Tax_Credit,0.0005662095877686139
Elastic Net,Salary,0.0008780859274104968
Elastic Net,Scholarship,0.011808871064279457
Elastic Net,Semiconductor,0.0014982744103785777
Elastic Net,Small_Business_Innovation_Research,-0.00894976117752863
Elastic Net,Stock,4.334412201196523e-05
Elastic Net,Subsidy,0.01724032744816201
Elastic Net,Sustainability,3.0688357703261103e-15
Elastic Net,Tax,0.0006289592944841324
Elastic Net,Tax_credit,0.0016855094202971564
Elastic Net,Tax_deduction,-0.008619174954369707
Elastic Net,Tax_incentive,0.008097433198805924
Elastic Net,Tax_report,-0.008416280151942072
Elastic Net,Technology,-0.00409211677584896
Elastic Net,Trademark,0.002465218190028209
Elastic Net,Trademark_attorney,-0.0018506000949399905
Elastic Net,Wage,-0.005090057853931213
