Year,Quarter,quarter_date,NN,Ridge_signed,Ridge_positive,Mosley,Sax,quarter_label
2009,1,2009-01-01,107.93116567295706,103.45325214859788,115.4930669543872,111.1757818764285,107.21491916848959,2009Q1
2009,2,2009-04-01,115.29480912865125,113.07370058938548,112.7729052380633,113.7444504212043,116.20823475962129,2009Q2
2009,3,2009-07-01,114.86806262437568,114.96230771902222,108.73816633558337,111.3216446590269,115.6075330561483,2009Q3
2009,4,2009-10-01,107.22716340235803,113.8319403713364,108.31706230030814,109.07932387168239,106.2905138440828,2009Q4
2010,1,2010-01-01,116.183473543751,117.90373069670429,125.02634787455426,118.916080937513,110.5281864060297,2010Q1
2010,2,2010-04-01,122.01788184298522,121.0774340833101,119.94429497689678,117.7054098120919,115.8738629875332,2010Q2
2010,3,2010-07-01,107.49596840198998,106.74270393301902,102.29256612928833,105.88163152616809,115.9039465175583,2010Q3
2010,4,2010-10-01,99.01125810173372,98.98471317742658,97.4453729097206,102.2054596146871,102.40258597933891,2010Q4
2011,1,2011-01-01,128.6055969145726,121.20651076353494,127.68602648798523,121.422864814303,115.0161190191394,2011Q1
2011,2,2011-04-01,117.6566240085811,114.14039008778707,115.44502288685922,117.5825537771089,115.22915787175461,2011Q2
2011,3,2011-07-01,114.5224811619124,117.96820394977843,110.73483626287685,111.037950103164,118.36179919730739,2011Q3
2011,4,2011-10-01,94.74097082372194,102.2105681076876,101.65978727106676,105.48230421421209,106.9185968205867,2011Q4
2012,1,2012-01-01,121.41497963387363,119.27375288114473,125.86272093562513,120.8414365427479,114.1781341426899,2012Q1
2012,2,2012-04-01,114.38273871428623,113.55947858804751,114.51795854874348,118.7953771765898,121.6159108453849,2012Q2
2012,3,2012-07-01,114.45920987188478,115.80546782307505,110.41395876350313,111.83713511492451,116.071373415346,2012Q3
2012,4,2012-10-01,104.56347845885341,106.18170738663076,104.02576843102632,103.34645784463581,102.9549882754773,2012Q4
2013,1,2013-01-01,131.40480626478328,123.9995733733497,128.98020364314422,117.60281641378131,116.0651204089573,2013Q1
2013,2,2013-04-01,111.41747757972136,110.66990058533091,113.73161341551744,119.9095731943094,122.8793814750947,2013Q2
2013,3,2013-07-01,112.4100696897664,115.05516821765889,110.57215457239533,116.876916358999,123.06176659624879,2013Q3
2013,4,2013-10-01,113.04487063737895,118.55258199531046,114.99325254059303,113.8879182045603,106.2709556913494,2013Q4
2014,1,2014-01-01,132.9242740472808,126.87762052316194,133.2897515608041,125.0390825301582,116.6902372405562,2014Q1
2014,2,2014-04-01,123.47485923612415,121.04285244690806,119.90463799671664,121.9166906711213,127.671990058146,2014Q2
2014,3,2014-07-01,116.61685174082726,119.95872256321573,116.68193496338313,123.33707706909121,128.366425169051,2014Q3
2014,4,2014-10-01,108.75949759783477,113.89628708878124,111.89915810116307,111.4826323516964,109.0468301543137,2014Q4
2015,1,2015-01-01,135.0850295702951,130.1170729342115,135.79725780392164,125.712452146634,126.2209114764496,2015Q1
2015,2,2015-04-01,128.7615916523223,125.49484443028413,126.92382762170767,132.75098052350188,135.2921168924376,2015Q2
2015,3,2015-07-01,124.77021531701214,125.70814584021738,122.67656683915376,128.5533855515188,132.0931656822139,2015Q3
2015,4,2015-10-01,118.78416346037045,126.080936795287,122.0033477352169,120.3841817783453,113.79480594889901,2015Q4
2016,1,2016-01-01,143.86968338888278,134.52808963432017,144.83093675485628,138.0630224562127,127.7540035619445,2016Q1
2016,2,2016-04-01,131.38173728358765,127.39247707563199,132.03168842349274,139.4595801741851,137.2703923847404,2016Q2
2016,3,2016-07-01,127.54478708300665,125.81725043958551,124.90029888838399,133.5500926566998,138.8871921514901,2016Q3
2016,4,2016-10-01,125.37549314758004,140.43388375351938,126.40877683632408,117.0990056159594,124.260112804882,2016Q4
2017,1,2017-01-01,128.1852440066341,128.18380936564114,139.1464273794203,129.56063383929632,131.9440748022476,2017Q1
2017,2,2017-04-01,149.8628816459725,150.7269564564211,142.54056997905658,147.1326423033096,148.3798931608907,2017Q2
2017,3,2017-07-01,127.81931840407219,133.22166349382843,128.69426567640014,135.274708252228,147.0194666249639,2017Q3
2017,4,2017-10-01,143.76352546996122,137.49854021074927,139.249706491763,137.6629851318061,122.287534938538,2017Q4
2018,1,2018-01-01,159.44287881987864,146.6576443169323,157.70362404057448,150.9880474827898,137.7115978971328,2018Q1
2018,2,2018-04-01,147.80921731265315,144.22006121419028,146.1853070425533,148.1230816495413,162.2651322601449,2018Q2
2018,3,2018-07-01,132.55655096978225,131.8440529577261,132.8685818320569,143.3123213275501,149.5181884393935,2018Q3
2018,4,2018-10-01,146.618698649694,163.70558726315937,149.6698328368234,144.0038952921269,136.9324271553366,2018Q4
2019,1,2019-01-01,157.11634818528552,153.11535151971455,166.096981102398,162.46495513760618,144.1581354199605,2019Q1
2019,2,2019-04-01,141.73248204837955,142.86886979960025,150.44695014303585,165.4182566624957,164.736842484032,2019Q2
2019,3,2019-07-01,165.83847875509542,163.54367546201345,156.29642818743807,154.877746333319,172.5055860170183,2019Q3
2019,4,2019-10-01,167.15814399033354,172.31755619776584,159.00509354622216,149.0844948456733,150.4448890580831,2019Q4
2020,1,2020-01-01,180.37760747996495,186.88605248372625,187.4927292753049,172.1131211118527,170.8781973058055,2020Q1
2020,2,2020-04-01,168.3866689727325,168.62031578559274,166.41734999961528,167.36352072670928,159.6166612901633,2020Q2
2020,3,2020-07-01,172.1703349599458,162.80122173871987,166.25092128943245,174.69469462155558,167.60945379818,2020Q3
2020,4,2020-10-01,151.02865663533976,153.6556780399441,151.80226748363037,157.7919315878654,173.8589556538343,2020Q4
2021,1,2021-01-01,176.52149958371064,160.39510299219103,179.11490650960616,196.2679573462649,174.2595355959625,2021Q1
2021,2,2021-04-01,181.3402362443936,165.12226640401175,173.9968677170999,175.61224405907092,183.5739180762621,2021Q2
2021,3,2021-07-01,196.0826510140214,198.28327526236214,188.01903788470923,171.7574524845429,183.3393399565696,2021Q3
2021,4,2021-10-01,155.76851347021545,185.9122556537761,168.58208820092574,166.07524642246238,168.5401066835468,2021Q4
